ensembl_gene_id	chromosome_name	start_position	end_position	external_gene_name
Os03g0385900	3	15321862	15323947	rps11
Os03g0386000	3	15329520	15334903	SRWD5
Os03g0386500	3	15381800	15384276	OsTPP9
Os03g0386600	3	15389893	15404527	OSJNBb0058G04.13
Os03g0386700	3	15395285	15397808	OsSCP12
Os03g0386800	3	15400468	15403844	OsSCP13
Os03g0387000	3	15417019	15419577	""
Os03g0387100	3	15420151	15424562	TT1
Os03g0387300	3	15436640	15437717	OsVQ12
Os03g0387500	3	15453264	15457559	""
Os03g0387800	3	15460811	15463109	""
Os03g0387850	3	15461165	15463617	""
Os03g0387900	3	15467843	15473834	""
Os03g0388000	3	15475307	15478270	""
Os03g0388100	3	15479861	15482139	""
Os03g0388300	3	15484240	15488426	""
Os03g0388366	3	15488402	15491826	""
Os03g0388432	3	15499421	15499571	""
Os03g0388500	3	15505524	15507726	""
Os03g0388600	3	15512510	15514115	""
Os03g0388650	3	15512722	15513284	""
Os03g0388800	3	15528226	15530171	""
Os03g0388900	3	15530630	15532454	OsMC1
Os03g0389000	3	15563374	15564927	OsMC3
Os03g0389100	3	15567899	15572135	OsMC8
Os03g0389175	3	15582912	15583637	""
Os03g0389400	3	15584826	15585200	OsMC2
Os03g0389501	3	15586221	15587152	OsMC2
Os03g0389700	3	15603830	15608696	OsDAHPS1
Os03g0389601	3	15604021	15608375	""
Os03g0389900	3	15614227	15621437	JMJ711
Os03g0390000	3	15622204	15624515	RPS6
Os03g0390200	3	15628109	15632425	SAPK1
Os03g0390400	3	15637867	15642502	OsCOX6b1
Os03g0390600	3	15645609	15648151	H3
Os03g0390633	3	15647131	15647825	""
Os03g0390700	3	15648919	15652111	""
Os03g0390666	3	15649060	15650571	""
Os03g0390900	3	15658869	15661383	""
Os03g0391000	3	15661860	15665613	OsATG4a
Os03g0391100	3	15668225	15671064	""
Os03g0391400	3	15673720	15678725	OsPLDalpha6
Os03g0391300	3	15675471	15677773	""
Os03g0391700	3	15685589	15689245	OsbHLH138
Os03g0391850	3	15719191	15719702	""
Os03g0392000	3	15730494	15732159	CycD2
Os03g0392050	3	15735544	15739133	""
Os03g0392250	3	15747273	15751003	""
Os03g0392300	3	15747274	15751819	OsGB1a
Os03g0392400	3	15754440	15756106	OSJNBa0065F09.12
Os03g0392600	3	15763550	15767310	OsSCP14
Os03g0392833	3	15765268	15766076	""
Os03g0393300	3	15791600	15795702	""
Os03g0393100	3	15795756	15796260	OsSCP16
Os03g0393350	3	15799443	15799667	""
Os03g0393375	3	15801586	15801968	OsSCP17
Os03g0393700	3	15824108	15829103	OsSCP18
Os03g0393801	3	15825935	15827859	""
Os03g0393900	3	15836613	15838422	OsMATL
Os03g0394001	3	15847635	15850101	""
Os03g0394900	3	15908038	15912222	""
Os03g0395000	3	15924075	15927434	OsHO2
Os03g0395100	3	15932652	15936773	OsPP53
Os03g0395150	3	15933016	15936037	""
Os03g0395200	3	15937303	15937584	""
Os03g0395300	3	15939151	15943342	""
Os03g0395600	3	15961594	15966591	""
Os03g0395700	3	15967010	15969803	""
Os03g0395801	3	15968994	15970303	""
Os03g0395900	3	15986414	15992831	""
Os03g0396000	3	15999306	16000543	""
Os03g0396100	3	16016475	16018491	""
Os03g0396200	3	16016685	16018787	""
Os03g0396300	3	16020542	16022446	""
Os03g0396500	3	16025189	16025924	OsJAZ
Os03g0396900	3	16039012	16045538	""
Os03g0397300	3	16051297	16058311	""
Os03g0397350	3	16055582	16055672	""
Os03g0397400	3	16061184	16065089	OsCAX2
Os03g0397500	3	16065907	16069194	OsWD40-74
Os03g0397550	3	16065925	16069097	""
Os03g0397600	3	16070955	16072483	""
Os03g0397700	3	16072834	16078822	""
Os03g0397900	3	16073198	16075736	""
Os03g0398250	3	16117258	16117918	""
ENSRNA049475919	3	16120281	16120383	U6
Os03g0398366	3	16121637	16122055	""
Os03g0398600	3	16136091	16137159	""
Os03g0398900	3	16151227	16153195	""
Os03g0399000	3	16151375	16153554	OsPME12
Os03g0399400	3	16171366	16172869	OsFbox150
Os03g0399466	3	16181722	16181932	""
Os03g0399532	3	16182053	16191797	""
Os03g0399600	3	16197789	16202130	""
Os03g0399800	3	16209132	16210009	""
Os03g0399900	3	16214470	16215417	""
Os03g0399950	3	16214645	16215229	""
Os03g0400000	3	16218172	16221298	""
Os03g0400200	3	16227657	16228193	""
Os03g0400600	3	16246825	16247574	""
Os03g0400700	3	16250380	16251580	OsLEA11
Os03g0400901	3	16259903	16261152	""
Os03g0400800	3	16262868	16265236	""
Os03g0401100	3	16282782	16290478	""
Os03g0401200	3	16293784	16297120	OsDjC30
Os03g0401300	3	16301279	16306089	SUS1
Os03g0401333	3	16301696	16306081	""
Os03g0401366	3	16306856	16307624	""
Os03g0401951	3	16358834	16359470	""
Os03g0402000	3	16359486	16362281	P0524G08.123
Os03g0402200	3	16378724	16379079	""
Os03g0402400	3	16384695	16386794	""
Os03g0402800	3	16407695	16410007	OsJAZ5
Os03g0403100	3	16421056	16439493	""
Os03g0403251	3	16433014	16438783	""
Os03g0403400	3	16449407	16451763	""
Os03g0403501	3	16457621	16459112	""
Os03g0403600	3	16457908	16459449	""
Os03g0404500	3	16529003	16529478	""
Os03g0404650	3	16550179	16553574	""
Os03g0404800	3	16551354	16561430	""
Os03g0405000	3	16571992	16577673	""
Os03g0405100	3	16580159	16586153	""
Os03g0405200	3	16586544	16587292	""
Os03g0405400	3	16588547	16593603	""
Os03g0405500	3	16590192	16595911	""
Os03g0405525	3	16593756	16595071	""
Os03g0405550	3	16599317	16600499	""
Os03g0405900	3	16628549	16632054	""
Os03g0406001	3	16629692	16631212	""
Os03g0406100	3	16645244	16646434	OsSPX5
Os03g0406200	3	16654335	16658094	eEF-1beta2
Os03g0406250	3	16658131	16658813	""
Os03g0406900	3	16692517	16696367	OSJNBa0002D18.12
Os03g0407000	3	16696295	16700996	""
Os03g0407050	3	16696508	16704564	""
Os03g0407100	3	16715256	16715939	OSJNBa0030J19.19
Os03g0407400	3	16729501	16735109	GS3
Os03g0407900	3	16749318	16754223	OsRLCK110
Os03g0408101	3	16749739	16753479	""
Os03g0408300	3	16787183	16787911	OSJNBa0030J19.9
Os03g0408401	3	16788230	16789167	""
ENSRNA049475955	3	16788544	16788675	snoR80
ENSRNA049475930	3	16789229	16789314	snoZ159
Os03g0408500	3	16794238	16799483	""
Os03g0408600	3	16804298	16805869	NSP1
Os03g0409100	3	16836622	16840754	""
Os03g0409400	3	16856520	16862685	""
Os03g0409500	3	16857192	16861667	""
Os03g0409600	3	16866702	16869195	""
ENSRNA049446828	3	16878980	16879052	tRNA-Lys
Os03g0410000	3	16879444	16883640	OsMyb3
Os03g0410100	3	16888652	16892606	""
Os03g0410300	3	16920055	16922265	ELF4_chr.3
Os03g0410700	3	16937595	16940919	""
Os03g0410900	3	16941149	16943327	""
ENSRNA049475950	3	16943642	16943789	snoR135
Os03g0411000	3	16948546	16954701	""
Os03g0411100	3	16965191	16970732	HAP2E
Os03g0411300	3	16974863	16975683	""
Os03g0411500	3	16994268	16997702	VYL
Os03g0411600	3	16999055	17001060	""
Os03g0411800	3	17008027	17011263	OsZIP2
Os03g0411900	3	17020991	17022755	""
Os03g0412200	3	17039298	17043915	""
Os03g0412300	3	17046920	17049233	""
Os03g0412400	3	17053185	17054293	""
Os03g0412800	3	17067904	17072245	OsG6PDH4
Os03g0412850	3	17068196	17072133	""
Os03g0412900	3	17077854	17084040	""
Os03g0413000	3	17085270	17086334	NFYB8
Os03g0413100	3	17092073	17096270	OsACR7
Os03g0413250	3	17092877	17095074	""
Os03g0413400	3	17109195	17113767	""
Os03g0414100	3	17143001	17144403	""
Os03g0414200	3	17143211	17144317	""
Os03g0414400	3	17172478	17174177	""
Os03g0414900	3	17197456	17198247	OsaBGL1
Os03g0415050	3	17204629	17204696	""
Os03g0415200	3	17207294	17210591	OSJNBb0059G13.6
Os03g0415351	3	17214956	17215684	""
Os03g0415500	3	17236581	17240956	""
Os03g0415600	3	17247969	17248679	""
Os03g0415700	3	17248806	17249567	""
Os03g0415750	3	17252230	17253187	""
Os03g0416200	3	17260407	17262436	BC1
Os03g0416250	3	17260653	17262036	""
Os03g0416300	3	17262473	17266217	BC1L2
Os03g0416350	3	17262737	17264675	""
Os03g0416400	3	17285861	17287294	""
Os03g0416500	3	17288084	17292842	""
Os03g0417700	3	17340417	17342284	GL3.2
Os03g0417750	3	17340684	17341207	""
Os03g0417800	3	17347326	17350501	""
Os03g0417833	3	17347412	17348640	""
Os03g0417900	3	17376488	17386837	OSJNBb0028K20.3
Os03g0418000	3	17390820	17391862	RCH10*
Os03g0418600	3	17410000	17412951	Awn3-1
Os03g0418700	3	17422111	17426786	OSJNBb0028K20.10
Os03g0418733	3	17425847	17427783	""
Os03g0418766	3	17432846	17438950	""
Os03g0418800	3	17434440	17438559	""
Os03g0419100	3	17449417	17452623	""
Os03g0419200	3	17451861	17456931	""
Os03g0419700	3	17469253	17469873	OSJNBb0028K20.20
Os03g0421000	3	17515060	17521880	OSJNBb0021K20.13
Os03g0421100	3	17525529	17528609	""
Os03g0421250	3	17548967	17550443	""
Os03g0421300	3	17549537	17550448	""
Os03g0421400	3	17550979	17556300	""
Os03g0421700	3	17558704	17559363	""
Os03g0421800	3	17569815	17572007	OSJNBb0021K20.22
Os03g0422200	3	17576062	17577060	""
Os03g0422300	3	17576402	17577124	""
Os03g0422600	3	17588077	17589181	""
Os03g0422702	3	17598115	17598735	""
Os03g0422800	3	17599288	17603528	""
Os03g0422900	3	17605264	17608024	""
Os03g0423000	3	17611365	17613660	OsFbox152
Os03g0423200	3	17616255	17616740	""
Os03g0423300	3	17623509	17625094	""
Os03g0423800	3	17669057	17674040	OsMed8_1
Os03g0423850	3	17674303	17677959	""
Os03g0424000	3	17680228	17688255	""
Os03g0424200	3	17702709	17710049	OsPUB57
Os03g0424300	3	17712298	17714448	""
Os03g0424500	3	17714875	17716765	RPS19A
Os03g0424600	3	17719246	17723059	""
Os03g0424800	3	17727085	17728835	RPS19A
Os03g0425000	3	17738066	17741587	AL1a
Os03g0425100	3	17742055	17743913	""
Os03g0425200	3	17745404	17748496	""
Os03g0425300	3	17754818	17761133	OSJNBa0020H02.13
Os03g0425600	3	17774284	17776497	UGD1
Os03g0425450	3	17774288	17776246	""
Os03g0425800	3	17780416	17784103	""
Os03g0425900	3	17787331	17789122	OSJNBa0020H02.7
Os03g0426300	3	17804694	17805965	OsRLCK113
Os03g0426350	3	17809791	17810736	""
Os03g0426800	3	17824178	17827704	MUB1
Os03g0426900	3	17832202	17839082	ClpB-c
Os03g0427000	3	17840098	17844363	OSJNBa0083F15.24
Os03g0427100	3	17850708	17853697	OSJNBa0083F15.23
Os03g0427300	3	17864282	17866204	Glua3*
Os03g0427900	3	17884893	17891905	OsPUB1
Os03g0428000	3	17892890	17895141	""
Os03g0428200	3	17902702	17912534	OsTPS14
Os03g0428700	3	17934776	17935787	OsEXPA31
Os03g0428800	3	17940066	17942462	""
Os03g0429000	3	17949269	17950045	""
Os03g0429800	3	17985619	17998481	XDH
Os03g0429900	3	18001380	18011820	""
Os03g0430000	3	18016144	18020657	OSJNBa0091B22.9
Os03g0430400	3	18026740	18041599	JMJ715
Os03g0430500	3	18053009	18055456	OsSub29
Os03g0430575	3	18053185	18055328	""
Os03g0431100	3	18085702	18087288	""
Os03g0431200	3	18087593	18095041	""
Os03g0431500	3	18110451	18112570	""
Os03g0431550	3	18112904	18116812	""
Os03g0431600	3	18119653	18121181	""
Os03g0431800	3	18129996	18142854	""
Os03g0432000	3	18148051	18148793	""
Os03g0432100	3	18153151	18160127	osppdka
Os03g0432200	3	18167258	18171301	""
Os03g0432277	3	18176979	18177440	""
Os03g0432666	3	18204733	18205753	""
Os03g0432900	3	18213386	18214915	""
Os03g0433200	3	18238256	18240730	OsSHR2
Os03g0433733	3	18278977	18281110	""
Os03g0434400	3	18320727	18322755	""
Os03g0434800	3	18325248	18332522	""
Os03g0435200	3	18355628	18365524	""
Os03g0435300	3	18367213	18369983	""
Os03g0435550	3	18377199	18377334	""
Os03g0435800	3	18388075	18388521	""
Os03g0435900	3	18390335	18392238	""
Os03g0436100	3	18394112	18394733	""
Os03g0436300	3	18396945	18401547	Osthi7
Os03g0436400	3	18405282	18406843	OSJNBb0034P05.1
Os03g0436500	3	18408674	18410732	""
Os03g0436600	3	18410063	18411482	""
Os03g0437100	3	18430425	18431229	OsDRZ1
Os03g0437200	3	18435990	18437086	ZFP36
Os03g0437500	3	18449248	18449751	""
Os03g0437600	3	18451136	18456308	D14L
Os03g0438000	3	18482821	18483620	""
Os03g0438100	3	18485682	18486983	AOC
Os03g0438200	3	18487715	18488371	""
Os03g0438400	3	18495806	18500989	""
Os03g0438900	3	18530548	18531460	""
Os03g0439000	3	18538968	18539959	""
Os03g0439250	3	18550126	18550710	""
Os03g0439500	3	18569114	18572507	""
Os03g0439650	3	18570881	18571946	""
Os03g0439700	3	18575450	18577554	""
Os03g0439800	3	18579735	18598590	OSJNBa0054H04.31
Os03g0439900	3	18583128	18584921	""
Os03g0440200	3	18603057	18608859	""
Os03g0440900	3	18635904	18638510	OsI-BAK1
Os03g0441000	3	18638520	18647607	""
Os03g0441050	3	18638648	18639573	""
Os03g0441101	3	18648052	18648490	""
Os03g0441400	3	18676911	18682844	""
Os03g0441500	3	18686899	18689372	OsABCF2
Os03g0441601	3	18692209	18693697	""
Os03g0441700	3	18694131	18695033	""
Os03g0442800	3	18768610	18770180	""
Os03g0442900	3	18769032	18770455	""
Os03g0444900	3	18889278	18890595	OsWRKY81
Os03g0445700	3	18935194	18936295	OsLBD37
Os03g0446200	3	18985456	18991050	""
Os03g0448200	3	19147007	19148677	OsEXO70H2
Os03g0448500	3	19175142	19182580	""
Os03g0448600	3	19184047	19191279	OsWD40-76
Os03g0448700	3	19197638	19204054	""
Os03g0448950	3	19243920	19248524	""
Os03g0449200	3	19244015	19248324	shl4
Os03g0452300	3	19413119	19417098	""
Os03g0452801	3	19413235	19413532	""
Os03g0453301	3	19423584	19428439	""
Os03g0453800	3	19511706	19515403	""
Os03g0454100	3	19518897	19525900	""
Os03g0454300	3	19528081	19531668	""
Os03g0554900	3	19585967	19588337	""
Os03g0554950	3	19596232	19599523	""
Os03g0556200	3	19715826	19717599	""
Os03g0556500	3	19726675	19728277	""
Os03g0556600	3	19726886	19731136	""
Os03g0557900	3	19742753	19746906	""
Os03g0558400	3	19903997	19908557	""
Os03g0558600	3	19904294	19905198	""
Os03g0558700	3	19925378	19926319	""
Os03g0559700	3	20018827	20019659	OSJNBa0023A13.4
Os03g0559900	3	20030272	20033711	""
Os03g0560050	3	20051758	20062367	""
Os03g0560200	3	20057603	20058345	""
Os03g0561283	3	20111568	20115720	""
Os03g0561400	3	20124488	20127262	""
Os03g0562000	3	20181736	20187927	""
Os03g0562200	3	20188178	20194997	OsFbox153
Os03g0562400	3	20209967	20211819	""
Os03g0563100	3	20240367	20243969	""
Os03g0563200	3	20244628	20245176	""
Os03g0563300	3	20248326	20250000	ELL
Os03g0563400	3	20257176	20259092	""
Os03g0563600	3	20264124	20269616	prx49
Os03g0564200	3	20313408	20318292	""
Os03g0564600	3	20324825	20325721	""
Os03g0564800	3	20343954	20344421	""
Os03g0565100	3	20363579	20370035	OST3
Os03g0565200	3	20379625	20387042	""
Os03g0565300	3	20391546	20396525	""
Os03g0565500	3	20403051	20417506	mEF-G
Os03g0565600	3	20420795	20426307	""
Os03g0565825	3	20436527	20437847	""
Os03g0565900	3	20444173	20447271	""
Os03g0566500	3	20476624	20480558	""
Os03g0566600	3	20484942	20487487	OSJNBa0026A15.13
Os03g0566700	3	20485905	20488547	""
Os03g0566800	3	20492421	20496890	OsRH34
Os03g0567100	3	20501326	20501926	""
Os03g0567600	3	20515441	20519238	OsXAT3
Os03g0568000	3	20515592	20518411	""
Os03g0568400	3	20550499	20557987	""
Os03g0568500	3	20558776	20561694	""
Os03g0568550	3	20563284	20564968	""
Os03g0568600	3	20563322	20565064	""
Os03g0568800	3	20569313	20572604	RHS10
Os03g0568850	3	20569603	20572016	""
Os03g0568900	3	20574259	20579351	OsPAP18
Os03g0569000	3	20584426	20586557	""
Os03g0569800	3	20650253	20653294	""
Os03g0569850	3	20651174	20652231	""
Os03g0569900	3	20655023	20661172	""
Os03g0570000	3	20660143	20661065	""
Os03g0570100	3	20666069	20670823	""
Os03g0570200	3	20676986	20685924	""
Os03g0570300	3	20690718	20692541	KIN17
ENSRNA049474027	3	20704346	20704410	MIR2907
Os03g0570775	3	20724891	20728885	""
Os03g0570800	3	20725388	20747318	""
Os03g0571700	3	20772675	20782658	""
Os03g0571800	3	20778588	20779157	""
Os03g0571900	3	20793274	20799805	PEZ1
Os03g0572050	3	20795609	20799585	""
Os03g0572083	3	20803406	20803480	""
Os03g0572250	3	20837973	20839908	""
Os03g0572300	3	20842247	20846882	""
Os03g0572900	3	20868361	20875711	PEZ2
Os03g0572925	3	20869445	20875638	""
Os03g0573001	3	20886344	20888055	""
Os03g0573117	3	20894664	20895231	""
Os03g0573500	3	20913602	20917410	OSJNBa0095N06.26
Os03g0573600	3	20914305	20917765	""
Os03g0573750	3	20923579	20925443	""
Os03g0574300	3	20945028	20948502	""
Os03g0574600	3	20961329	20962190	""
Os03g0574900	3	20978620	20985759	OsHAK27
Os03g0575200	3	21002797	21007629	OsHAK16
Os03g0575500	3	21030442	21031298	""
Os03g0575700	3	21037379	21038297	""
Os03g0575950	3	21053709	21055527	""
Os03g0576200	3	21060413	21064968	OsHAK21
Os03g0576400	3	21078683	21079538	""
Os03g0576500	3	21081361	21081960	""
Os03g0576600	3	21082861	21084621	OsACBP3
Os03g0576700	3	21086470	21088562	RPL13b
Os03g0576801	3	21086653	21087054	""
Os03g0576900	3	21091940	21096981	OsPUT3
Os03g0577000	3	21097594	21100006	""
Os03g0577100	3	21102150	21106012	""
Os03g0577150	3	21108805	21112091	""
Os03g0577200	3	21108808	21112282	""
Os03g0577300	3	21112715	21113193	""
ENSRNA049474088	3	21113686	21113809	MIR1428
Os03g0577350	3	21115784	21116371	""
Os03g0577500	3	21117886	21123379	""
Os03g0577800	3	21143418	21147334	""
Os03g0578200	3	21165030	21170759	""
Os03g0578300	3	21179901	21184440	""
ENSRNA049474010	3	21191601	21191722	MIR171_1
Os03g0578500	3	21198249	21199192	""
Os03g0578900	3	21212377	21214189	OsGAMYBL2
Os03g0579000	3	21224305	21225936	""
Os03g0579200	3	21229366	21237842	""
Os03g0579300	3	21238864	21240807	""
Os03g0579550	3	21239316	21240824	""
Os03g0579800	3	21267989	21273094	""
Os03g0579900	3	21271431	21272411	""
Os03g0580200	3	21275422	21276198	""
Os03g0580800	3	21306705	21313520	OsGELP51
Os03g0581100	3	21334814	21337846	OS-CAD
Os03g0581200	3	21338354	21340313	""
Os03g0581400	3	21353518	21356813	OsGELP52
Os03g0581600	3	21363967	21368868	""
Os03g0581650	3	21371185	21375263	""
Os03g0581701	3	21375539	21375773	""
Os03g0581800	3	21378149	21382083	OJ1785_A05.8
Os03g0582000	3	21392897	21394893	OJ1785_A05.10
Os03g0582100	3	21409003	21411259	""
Os03g0582200	3	21416155	21420237	SCAMP4
Os03g0582300	3	21420814	21421069	AM42
Os03g0582400	3	21428521	21429270	MADS87
Os03g0582550	3	21428825	21429391	""
Os03g0582800	3	21453383	21454733	""
Os03g0582900	3	21457124	21458020	""
Os03g0583000	3	21458177	21461845	""
Os03g0583700	3	21490216	21493292	""
Os03g0583800	3	21498173	21500536	OJ1785_A05.29
Os03g0583900	3	21500778	21515569	OsDCL2a
Os03g0584100	3	21501406	21506577	""
Os03g0584050	3	21520109	21522077	""
Os03g0584224	3	21539060	21539656	""
Os03g0584300	3	21541982	21544545	""
Os03g0584400	3	21544810	21546217	""
Os03g0584500	3	21547160	21548436	""
Os03g0585600	3	21600334	21600700	OsDof11
Os03g0585900	3	21607446	21608537	""
Os03g0586099	3	21619168	21619958	""
Os03g0586300	3	21622958	21628739	OSJNBa0010D22.21
Os03g0586400	3	21631071	21634055	OSJNBa0010D22.22
Os03g0586500	3	21634990	21637232	OSJNBa0010D22.23
Os03g0586600	3	21637320	21641223	OSJNBa0010D22.24
Os03g0586700	3	21647446	21659950	OSJNBa0010D22.25
Os03g0586800	3	21665280	21673555	""
Os03g0586900	3	21673719	21680339	RBP-59
Os03g0587000	3	21681989	21685007	OsIMP-1
Os03g0587100	3	21685293	21690776	OSJNBa0010D22.29
Os03g0587200	3	21687370	21693162	KIN12C
Os03g0587225	3	21697438	21697539	""
Os03g0587250	3	21697700	21698880	""
Os03g0587600	3	21701041	21703525	""
Os03g0588100	3	21728279	21731479	""
Os03g0588200	3	21733006	21737915	""
Os03g0588400	3	21745957	21747104	""
Os03g0588600	3	21748596	21751686	""
Os03g0588800	3	21756823	21763715	""
Os03g0589100	3	21782331	21783161	""
Os03g0589300	3	21784848	21791170	""
Os03g0589400	3	21792860	21793702	""
Os03g0589500	3	21816818	21818159	""
Os03g0590700	3	21881938	21885330	""
Os03g0591000	3	21900408	21904063	""
ENSRNA049474111	3	21902559	21902710	snoJ26
Os03g0591300	3	21910439	21913786	OsbHLH140
Os03g0592100	3	21947123	21949782	""
Os03g0591600	3	21950474	21952518	""
Os03g0591700	3	21954147	21957702	""
Os03g0591801	3	21960011	21963975	""
Os03g0592500	3	22000043	22001240	LHCB
Os03g0592633	3	22006497	22006655	""
Os03g0592766	3	22007964	22008130	""
Os03g0592950	3	22009145	22009446	""
Os03g0593050	3	22014549	22015069	""
Os03g0593200	3	22017024	22029484	OsCBSDUFCH1
Os03g0593100	3	22017075	22018018	OSJNBb0056O10.6
Os03g0593600	3	22048470	22050253	CYP71W1
Os03g0593650	3	22049521	22050069	""
Os03g0593700	3	22054387	22057136	""
Os03g0594100	3	22083215	22086165	""
Os03g0594250	3	22083544	22085792	""
Os03g0594400	3	22092018	22095340	OsMST2
Os03g0594500	3	22099628	22100277	""
Os03g0594600	3	22100401	22100952	""
Os03g0594700	3	22110421	22116473	""
Os03g0594900	3	22123330	22125585	""
Os03g0595050	3	22123371	22125465	""
Os03g0595200	3	22149230	22149920	""
Os03g0595300	3	22150420	22151574	""
Os03g0595600	3	22160411	22161462	OsGSTU43
Os03g0595800	3	22164727	22169919	""
ENSRNA049474061	3	22169797	22169915	U5
Os03g0596101	3	22171726	22174047	""
Os03g0596200	3	22173113	22174947	""
Os03g0596400	3	22184257	22187943	""
Os03g0596600	3	22204030	22207200	""
Os03g0596700	3	22213638	22214408	""
Os03g0596800	3	22216238	22217762	""
Os03g0596900	3	22219267	22227186	""
Os03g0597200	3	22233268	22238894	YSA
Os03g0597400	3	22243187	22244608	""
Os03g0597450	3	22251068	22253999	""
Os03g0597600	3	22255220	22259151	OsASNase1
Os03g0597800	3	22262059	22266748	""
Os03g0598002	3	22271544	22272752	""
Os03g0598100	3	22281686	22284615	OsACR5
Os03g0598150	3	22281700	22284411	""
Os03g0598200	3	22285710	22292616	""
Os03g0598600	3	22314163	22314445	""
Os03g0598700	3	22332335	22335094	""
Os03g0598800	3	22336686	22338322	OsRPL15
Os03g0598900	3	22341131	22345527	""
Os03g0599000	3	22347751	22351524	""
Os03g0599400	3	22369319	22371235	""
Os03g0599500	3	22369431	22371227	""
Os03g0599600	3	22372945	22380120	""
Os03g0599700	3	22380317	22380384	""
Os03g0599800	3	22381361	22383926	OsUAM1
Os03g0600400	3	22413613	22413988	""
Os03g0600600	3	22424061	22425033	""
Os03g0600800	3	22434429	22436110	OsFbox154
Os03g0601000	3	22443332	22445034	""
Os03g0601100	3	22451553	22453961	""
Os03g0601500	3	22464518	22469960	OsEnS-48
Os03g0602300	3	22538341	22542412	brd1
Os03g0602400	3	22539368	22540090	""
Os03g0602500	3	22544584	22547295	""
Os03g0602600	3	22547535	22552000	HSA1
Os03g0603100	3	22568104	22568742	""
Os03g0603200	3	22568192	22573996	""
Os03g0603300	3	22595988	22603461	""
Os03g0603500	3	22612502	22614216	""
Os03g0603600	3	22616005	22619553	OSJNBa0004G03.4
Os03g0603800	3	22628794	22630315	""
Os03g0604432	3	22641490	22657252	""
Os03g0604200	3	22641492	22657252	UGD2
Os03g0604401	3	22649947	22650699	""
Os03g0604500	3	22659157	22664290	""
Os03g0604566	3	22667960	22669203	""
Os03g0604700	3	22671444	22674021	""
Os03g0604600	3	22672067	22675791	""
Os03g0604950	3	22697488	22697548	""
Os03g0605300	3	22703015	22705531	OsSub30
Os03g0605400	3	22715554	22718500	""
Os03g0606200	3	22740609	22743037	RMtATP6
Os03g0606100	3	22744360	22746914	""
Os03g0606333	3	22745389	22746775	""
Os03g0606466	3	22757555	22759817	""
Os03g0606600	3	22799861	22803963	""
Os03g0607100	3	22816016	22816492	""
Os03g0607200	3	22816933	22817774	""
Os03g0607400	3	22822747	22826585	""
Os03g0607500	3	22830703	22832836	""
Os03g0607600	3	22844926	22847390	CycA3
Os03g0607700	3	22850942	22852108	""
Os03g0607800	3	22856728	22861392	""
Os03g0608000	3	22863494	22864070	OSJNBb0011J16.2
Os03g0608200	3	22874664	22876929	""
Os03g0608600	3	22892426	22895558	OsDeg-like
Os03g0608700	3	22911337	22918539	""
Os03g0608800	3	22930319	22937157	""
Os03g0609000	3	22947541	22950581	""
Os03g0609200	3	22961583	22967221	""
Os03g0609400	3	22971541	22972365	""
Os03g0609500	3	22976955	22979863	OsLBD38
Os03g0609800	3	22990172	22996441	OSJNBb0007E22.1
Os03g0610400	3	23036335	23037381	OSJNBb0007E22.5
Os03g0610650	3	23048126	23050530	OsSRP-LRS
Os03g0610700	3	23052712	23053499	""
Os03g0610800	3	23054583	23068159	OsSRP-FRS
Os03g0610900	3	23068746	23071156	SAPK10
Os03g0611100	3	23076780	23077959	OsmiR1428e
ENSRNA049474102	3	23076863	23076986	MIR1428
ENSRNA049474115	3	23077268	23077391	MIR1428
Os03g0611200	3	23086275	23090241	OSJNBb0007E22.16
Os03g0611700	3	23093189	23096386	""
Os03g0612201	3	23124295	23124942	""
Os03g0612400	3	23124509	23128906	OsSTA104
Os03g0612450	3	23127975	23128884	""
Os03g0612600	3	23135535	23140171	""
Os03g0613100	3	23158022	23159127	""
Os03g0614901	3	23221870	23223665	""
Os03g0615300	3	23280702	23285567	""
Os03g0615700	3	23292599	23294363	""
Os03g0616300	3	23334978	23340914	OJ1285_H07.4
Os03g0616400	3	23341833	23347308	osACA3
Os03g0616450	3	23351502	23351813	OJ1285_H07.2
Os03g0616500	3	23353421	23360735	""
Os03g0616700	3	23369001	23376106	""
Os03g0617101	3	23382713	23382919	""
Os03g0617500	3	23410223	23412753	CycD5
Os03g0617900	3	23438159	23442295	""
Os03g0618300	3	23450188	23452171	""
Os03g0618366	3	23451226	23451562	""
Os03g0618800	3	23465079	23466595	""
Os03g0618900	3	23465925	23466826	""
Os03g0619151	3	23474911	23475779	OsDof13
Os03g0619400	3	23485494	23490540	""
Os03g0619501	3	23488675	23489604	""
Os03g0619600	3	23491995	23496324	""
Os03g0619700	3	23496337	23497397	""
Os03g0619800	3	23500021	23503488	""
Os03g0619850	3	23508909	23510727	""
Os03g0619875	3	23512612	23513573	""
Os03g0620400	3	23523560	23528315	""
Os03g0620500	3	23533463	23538865	OsSTA105
Os03g0620800	3	23545428	23547647	SLY1
Os03g0621201	3	23552662	23552727	""
Os03g0621400	3	23556180	23562967	""
Os03g0621600	3	23568423	23572574	""
Os03g0621650	3	23575277	23577245	""
Os03g0621700	3	23577786	23590444	""
Os03g0621900	3	23592134	23597431	""
ENSRNA049474032	3	23598551	23598615	MIR2907
Os03g0622100	3	23609771	23611883	""
Os03g0622200	3	23613955	23616375	""
Os03g0622300	3	23614512	23620252	""
Os03g0622500	3	23624215	23630665	""
Os03g0622600	3	23633274	23640082	""
